Product,Brand,Product Code,Price,Inward Date,Dispatch Date,Quantity Sold,Sales,Mobile customer id,Customer Name,Customer Location,Region,Processor Specification,RAM,ROM,SSD,stock in inventory,Product segmentation
Mobile Phone,Redmi,47F2D004,182039,26-08-2024,28-08-2024,8,1456312,5372,David Stephenson,Mathewshaven,East,Apple A-Series,4,128,N/A,2,Preimum phone
Mobile Phone,Vivo,DEA819B3,21238,26-08-2024,29-08-2024,5,106190,19451,Stephanie Vargas,Moraleschester,Central,Snapdragon 7s,4,64,N/A,3,Mid range phone
Mobile Phone,iQOO,6B99FCDB,54957,26-08-2024,25-10-2024,5,274785,5443,Dawn Owens,Morrisonbury,East,Snapdragon 7s,6,512,N/A,60,Mid range phone
Mobile Phone,Redmi,0C953CAA,136103,26-08-2024,12-10-2024,10,1361030,12032,Kim Hodges,North Clifford,West,Samsung Exynos,16,128,N/A,47,Preimum phone
Mobile Phone,Nokia,CD1697EC,99530,26-08-2024,14-10-2024,10,995300,643,Amanda Baxter MD,North Nicole,West,Snapdragon 8 Gen,16,256,N/A,49,Preimum phone
Mobile Phone,Vivo,ABD63502,110022,26-08-2024,18-10-2024,10,1100220,9796,Joel Murray,Petersontown,North,Snapdragon 7s,16,64,N/A,53,Preimum phone
Mobile Phone,Google,C8E2C428,17925,26-08-2024,09-09-2024,5,89625,4899,Daniel Larsen,Port Carriemouth,South,Snapdragon 8 Gen,12,256,N/A,14,Mid range phone
Mobile Phone,iQOO,46AC63BE,102521,26-08-2024,23-09-2024,7,717647,20795,Tony Cooke,Port Gary,North,Snapdragon 8 Gen,6,1028,N/A,28,High stroage phone
Mobile Phone,Samsung,DCDE941D,190837,26-08-2024,18-10-2024,5,954185,18602,Scott Davis,Port Lancemouth,Central,Snapdragon 7s,4,64,N/A,53,Preimum phone
Mobile Phone,Vivo,49412E1E,134207,26-08-2024,18-10-2024,9,1207863,3183,Carla Harris,Port Lisa,East,Snapdragon 7s,4,512,N/A,53,Preimum phone
Mobile Phone,iQOO,6D9F033D,63723,26-08-2024,17-09-2024,2,127446,19988,Tammy Whitney,Reedfort,South,Snapdragon 8 Gen,4,512,N/A,22,Mid range phone
Mobile Phone,Realme,18D9904A,14217,26-08-2024,05-09-2024,2,28434,3545,Charles Allison,Reynoldshaven,South,Snapdragon 8 Gen,4,128,N/A,10,Mid range phone
Mobile Phone,Oppo,F022DC9F,137899,26-08-2024,02-09-2024,10,1378990,17074,Rebecca Lynch,Robinsonport,East,MediaTek Helio,16,64,N/A,7,Preimum phone
Mobile Phone,Motorola,2BC3F73B,117598,26-08-2024,01-10-2024,5,587990,7355,Gerald Perkins,South Brandonburgh,South,MediaTek Dimensity,4,64,N/A,36,Mid range phone
Mobile Phone,Huawei,70D6464B,195000,26-08-2024,04-10-2024,10,1950000,10585,Joseph Williamson,South Stephen,North,Samsung Exynos,12,128,N/A,39,Preimum phone
Mobile Phone,Nokia,997A8AC7,184712,26-08-2024,14-09-2024,2,369424,19656,Steven Mejia,Wilcoxbury,South,Samsung Exynos,8,1028,N/A,19,High stroage phone
Mobile Phone,Huawei,95A94A76,110163,26-08-2024,22-09-2024,8,881304,14652,Melissa Ramirez,Williamsmouth,Central,Apple A-Series,16,1028,N/A,27,High stroage phone
Mobile Phone,Oppo,16EE0A74,17335,27-08-2024,26-10-2024,7,121345,10706,Joshua Rivera,Allenview,East,MediaTek Dimensity,12,1028,N/A,60,High stroage phone
Mobile Phone,Huawei,432BBD08,147269,27-08-2024,08-09-2024,8,1178152,18441,Sarah Cain,Brownmouth,South,Snapdragon 8 Gen,12,1028,N/A,12,Preimum phone
Mobile Phone,Samsung,493304F8,110840,27-08-2024,29-08-2024,2,221680,13262,Lori West,Darrellview,South,Snapdragon 8 Gen,16,1028,N/A,2,High stroage phone
Mobile Phone,Google,CA45F80C,107398,27-08-2024,04-09-2024,5,536990,1790,Ashley Davis,East Lisa,South,MediaTek Dimensity,32,1028,N/A,8,Gaming phone
Mobile Phone,Vivo,9691BCCC,80584,27-08-2024,13-09-2024,10,805840,2174,Betty Collins,Jessicatown,South,Snapdragon 7 Gen,6,512,N/A,17,Preimum phone
Mobile Phone,Redmi,6EB739F6,106568,27-08-2024,01-09-2024,5,532840,14334,Matthew Wood,Kellymouth,West,Apple A-Series,16,1028,N/A,5,High stroage phone
Mobile Phone,Motorola,E6A6CCA9,115839,27-08-2024,30-08-2024,10,1158390,15611,Mr. Nicholas Wiley,Kennethton,North,Snapdragon 7 Gen,8,1028,N/A,3,Preimum phone
Mobile Phone,Apple,6459D545,149378,27-08-2024,02-09-2024,6,896268,9061,Jennifer Horn,Kyliestad,West,Snapdragon 7 Gen,32,256,N/A,6,Gaming phone
Mobile Phone,Sony,D4F6D6FE,177575,27-08-2024,24-10-2024,7,1243025,8541,Jasmin Ramirez,Lake Ashley,Central,Snapdragon 7 Gen,12,128,N/A,58,Preimum phone
Mobile Phone,Realme,584AA54D,66213,27-08-2024,08-10-2024,1,66213,20322,Thomas Delgado,Lake Isaiah,East,Snapdragon 8 Gen,32,256,N/A,42,Gaming phone
Mobile Phone,Realme,E142E9C2,101501,27-08-2024,06-09-2024,8,812008,20924,Tracy Thompson,Lake Robert,South,MediaTek Helio,32,1028,N/A,10,Gaming phone
Mobile Phone,Oppo,9B1BF2D4,49676,27-08-2024,02-10-2024,4,198704,8949,Jennifer Adams,Lake Thomashaven,West,Apple A-Series,8,1028,N/A,36,High stroage phone
Mobile Phone,OnePlus,D3EE740C,190053,27-08-2024,19-10-2024,5,950265,19317,Stephanie Anderson,Leeside,West,Samsung Exynos,8,512,N/A,53,Preimum phone
Mobile Phone,Lenovo,B7DF076D,174447,27-08-2024,07-09-2024,5,872235,9707,Joann Dixon,Myersland,South,Apple A-Series,4,64,N/A,11,Preimum phone
Mobile Phone,Oppo,7398F46F,176909,27-08-2024,01-10-2024,3,530727,18808,Shane Malone,New Deborah,West,Apple A-Series,4,64,N/A,35,Mid range phone
Mobile Phone,Redmi,0FE255C9,59911,27-08-2024,11-09-2024,5,299555,3681,Chelsea Jimenez,New Harold,South,Samsung Exynos,16,256,N/A,15,Mid range phone
Mobile Phone,Sony,9CCD8A5C,68725,27-08-2024,28-08-2024,8,549800,12030,Kim Gillespie,New Michael,West,MediaTek Helio,8,128,N/A,1,Mid range phone
Mobile Phone,Redmi,2D67DEC1,171500,27-08-2024,26-09-2024,8,1372000,8229,James Le,New Michaelchester,North,Snapdragon 8 Gen,6,512,N/A,30,Preimum phone
Mobile Phone,Sony,3747FE76,155702,27-08-2024,15-10-2024,7,1089914,6600,Ellen Rodriguez,New Michellemouth,Central,Snapdragon 7 Gen,16,512,N/A,49,Preimum phone
Mobile Phone,Samsung,C067F006,149194,27-08-2024,16-09-2024,9,1342746,15038,Michael Terrell,New Stacy,North,Snapdragon 7s,16,256,N/A,20,Preimum phone
Mobile Phone,Oppo,52895293,127471,27-08-2024,17-10-2024,2,254942,10896,Julie Hale,North Ian,East,Snapdragon 7 Gen,8,1028,N/A,51,High stroage phone
Mobile Phone,Apple,07DA8D82,46847,27-08-2024,03-09-2024,4,187388,965,Amy Todd,North Lynnbury,Central,Samsung Exynos,32,256,N/A,7,Gaming phone
Mobile Phone,Huawei,F54726ED,65665,27-08-2024,05-10-2024,2,131330,648,Amanda Buck,North Thomasfurt,East,Samsung Exynos,16,64,N/A,39,Mid range phone
Mobile Phone,iQOO,E3E6EA08,132195,27-08-2024,29-08-2024,7,925365,17651,Robert Smith,Phamburgh,Central,Snapdragon 8 Gen,4,64,N/A,2,Preimum phone
Mobile Phone,iQOO,43A0C5F3,97727,27-08-2024,04-10-2024,9,879543,20903,Tracy Lucas,Port Mariahville,South,Snapdragon 8 Gen,4,1028,N/A,38,High stroage phone
Mobile Phone,Nokia,8D629F37,83304,27-08-2024,04-09-2024,7,583128,6556,Elizabeth Ryan,Smithtown,Central,MediaTek Dimensity,6,512,N/A,8,Mid range phone
Mobile Phone,Nokia,BD7EB055,186583,27-08-2024,18-10-2024,2,373166,10873,Julie Barrera,Stevenside,South,Snapdragon 8 Gen,6,256,N/A,52,Mid range phone
Mobile Phone,Samsung,49542BE8,174255,28-08-2024,04-10-2024,9,1568295,2019,Barbara Padilla,Allenview,West,Snapdragon 7 Gen,6,64,N/A,37,Preimum phone
Mobile Phone,Sony,6A077462,9074,28-08-2024,11-09-2024,2,18148,17164,Regina Tran,Barronhaven,South,Snapdragon 8 Gen,8,128,N/A,14,Mid range phone
Mobile Phone,Google,44CDF6C7,174338,28-08-2024,16-09-2024,6,1046028,1354,Angela Waters,Beverlyton,North,MediaTek Dimensity,12,512,N/A,19,Preimum phone
Mobile Phone,Vivo,5CF73331,19629,28-08-2024,09-10-2024,2,39258,14633,Melissa Mitchell,Carrollmouth,West,Snapdragon 7s,16,1028,N/A,42,High stroage phone
Mobile Phone,Redmi,DFDA21C6,41140,28-08-2024,30-08-2024,8,329120,19623,Steven Gutierrez,East Brandon,West,Snapdragon 7s,12,128,N/A,2,Mid range phone
Mobile Phone,Nokia,7F3C13F1,113044,28-08-2024,10-10-2024,9,1017396,19375,Stephanie Horn,East Krystal,Central,Snapdragon 8 Gen,16,256,N/A,43,Preimum phone
Mobile Phone,OnePlus,902C682A,6390,28-08-2024,11-09-2024,8,51120,4810,Dana Schmidt,East Sarahview,West,MediaTek Dimensity,6,512,N/A,14,Mid range phone
Mobile Phone,Motorola,C27A4620,14231,28-08-2024,11-10-2024,9,128079,16872,Rachel Russell,Frenchland,Central,Snapdragon 8 Gen,8,1028,N/A,44,High stroage phone
Mobile Phone,Sony,CB1013E9,19628,28-08-2024,25-10-2024,1,19628,17907,Rose Lee,Kelseybury,West,Snapdragon 7 Gen,4,128,N/A,58,Mid range phone
Mobile Phone,Nokia,CA918247,69998,28-08-2024,09-09-2024,8,559984,17355,Richard Mendoza PhD,Kiaraland,South,MediaTek Dimensity,8,64,N/A,12,Mid range phone
Mobile Phone,Sony,09763AB2,182872,28-08-2024,30-08-2024,6,1097232,10849,Julia Moon,Lake Adamchester,North,Snapdragon 8 Gen,6,512,N/A,2,Preimum phone
Mobile Phone,iQOO,DB4A5BEE,159724,28-08-2024,19-10-2024,7,1118068,8676,Jason Rodriguez,Lake Davidborough,West,Apple A-Series,12,1028,N/A,52,Preimum phone
Mobile Phone,Apple,6DD8A05D,19373,28-08-2024,13-09-2024,2,38746,7221,Garrett Smith,Lake Jason,South,Snapdragon 8 Gen,32,64,N/A,16,Gaming phone
Mobile Phone,Huawei,4AF1B17D,135660,28-08-2024,14-10-2024,3,406980,14957,Michael Nichols,Lake Kristinbury,North,MediaTek Dimensity,4,512,N/A,47,Mid range phone
Mobile Phone,Redmi,10B39004,196740,28-08-2024,05-10-2024,3,590220,12220,Kristen David,Lake Paulastad,East,Snapdragon 7 Gen,8,512,N/A,38,Mid range phone
Mobile Phone,Oppo,0E6670CD,197573,28-08-2024,30-08-2024,10,1975730,6699,Emma Morales,Lake Sarahstad,East,MediaTek Helio,4,1028,N/A,2,Preimum phone
Mobile Phone,Motorola,5493AACD,173808,28-08-2024,17-10-2024,2,347616,20735,Todd Miller,Mariahburgh,West,Samsung Exynos,12,128,N/A,50,Mid range phone
Mobile Phone,Lenovo,693DA5A9,48087,28-08-2024,16-10-2024,9,432783,1945,Austin Hopkins,New Erin,Central,Snapdragon 7s,6,128,N/A,49,Mid range phone
Mobile Phone,Samsung,AF93C71B,114998,28-08-2024,01-10-2024,10,1149980,7509,Gregory Nelson,Nicholasmouth,Central,Snapdragon 7s,8,256,N/A,34,Preimum phone
Mobile Phone,Huawei,A24D7E67,175421,28-08-2024,30-08-2024,2,350842,15506,Mr. Bruce Lopez Jr.,North Ashleymouth,North,Snapdragon 7 Gen,32,256,N/A,2,Gaming phone
Mobile Phone,Samsung,ECDF213D,9362,28-08-2024,25-10-2024,10,93620,20144,Teresa Martin,North Keith,West,Snapdragon 8 Gen,16,1028,N/A,58,High stroage phone
Mobile Phone,Redmi,19B2D12F,81202,28-08-2024,30-08-2024,6,487212,15590,Mr. Kevin Fox,North Samanthaville,West,Snapdragon 7 Gen,4,128,N/A,2,Mid range phone
Mobile Phone,Motorola,05796D1E,163557,28-08-2024,18-10-2024,1,163557,18753,Sean Watts,North Sara,North,Snapdragon 8 Gen,12,512,N/A,51,Mid range phone
Mobile Phone,Lenovo,22841843,80408,28-08-2024,05-09-2024,3,241224,19968,Tammy Perez,Port Kimberlyfort,South,Snapdragon 7 Gen,6,64,N/A,8,Mid range phone
Mobile Phone,Nokia,5C4A0E25,122290,28-08-2024,19-09-2024,2,244580,8710,Jason Wilson,Proctorhaven,East,Snapdragon 7s,4,64,N/A,22,Mid range phone
Mobile Phone,Vivo,3F89E130,93024,28-08-2024,05-10-2024,1,93024,20074,Taylor Collins,Reedmouth,East,Snapdragon 8 Gen,32,128,N/A,38,Gaming phone
Mobile Phone,Apple,569A592E,162646,28-08-2024,15-10-2024,2,325292,4010,Christopher Crawford,South Rachelburgh,South,Snapdragon 7 Gen,8,512,N/A,48,Mid range phone
Mobile Phone,Realme,FBFCE463,101078,28-08-2024,18-10-2024,1,101078,10960,Julie Wilson,Triciahaven,Central,MediaTek Dimensity,16,1028,N/A,51,High stroage phone
Mobile Phone,Huawei,F963A985,153332,28-08-2024,27-09-2024,10,1533320,4320,Cody Jones,Villanuevaside,Central,MediaTek Helio,8,128,N/A,30,Preimum phone
Mobile Phone,Oppo,5D195E0C,17333,28-08-2024,01-10-2024,10,173330,18666,Scott Rogers,West Kristy,Central,Snapdragon 8 Gen,4,128,N/A,34,Mid range phone
Mobile Phone,Apple,5DCA64A1,53376,28-08-2024,26-10-2024,10,533760,12231,Kristen Johnson,West Randy,North,Snapdragon 7s,16,1028,N/A,59,High stroage phone
Mobile Phone,Vivo,BFA8ED8F,79179,28-08-2024,26-09-2024,10,791790,16977,Raymond Bradley,Wolfeland,East,Snapdragon 7s,6,64,N/A,29,Preimum phone
Mobile Phone,Apple,7B75FD81,133827,29-08-2024,09-10-2024,4,535308,7975,Jacob Hoffman,Amymouth,West,Snapdragon 7s,6,1028,N/A,41,High stroage phone
Mobile Phone,Realme,A47B9089,32504,29-08-2024,16-09-2024,9,292536,20307,Thomas Butler,Bautistaport,South,Snapdragon 7s,6,128,N/A,18,Mid range phone
Mobile Phone,Redmi,CA343072,184407,29-08-2024,24-09-2024,7,1290849,2093,Benjamin Jones,Berryshire,East,Apple A-Series,12,128,N/A,26,Preimum phone
Mobile Phone,Huawei,4B2E65C2,37873,29-08-2024,15-10-2024,6,227238,8322,James Santos,Boydport,South,Apple A-Series,16,256,N/A,47,Mid range phone
Mobile Phone,Sony,22599856,146578,29-08-2024,18-10-2024,7,1026046,20821,Tonya Harris,Brownchester,Central,Snapdragon 7 Gen,8,256,N/A,50,Preimum phone
Mobile Phone,Samsung,AD291BA8,173707,29-08-2024,01-09-2024,2,347414,20876,Tracy Bautista,East Colton,South,Snapdragon 7s,6,128,N/A,3,Mid range phone
Mobile Phone,Vivo,9482525F,169976,29-08-2024,28-09-2024,8,1359808,17209,Renee Ruiz,East Rachelfort,East,Apple A-Series,4,256,N/A,30,Preimum phone
Mobile Phone,Nokia,9ECF0FE0,89849,29-08-2024,25-09-2024,1,89849,14122,Mason Rangel,Foleyhaven,North,Snapdragon 8 Gen,32,1028,N/A,27,Gaming phone
Mobile Phone,Realme,8FF7A3E6,139694,29-08-2024,15-10-2024,1,139694,14724,Michael Anthony,Grayton,North,Snapdragon 8 Gen,4,64,N/A,47,Mid range phone
Mobile Phone,Google,2F78C254,94557,29-08-2024,20-09-2024,8,756456,3744,Cheyenne Johnson,Jamesville,South,Apple A-Series,32,128,N/A,22,Gaming phone
Mobile Phone,Sony,F6EFB7FB,174716,29-08-2024,05-10-2024,1,174716,11236,Katelyn Daniel,Jessicachester,South,Apple A-Series,8,256,N/A,37,Mid range phone
Mobile Phone,Apple,76E7C14C,52266,29-08-2024,29-09-2024,7,365862,15510,Mr. Carl Wilkins,Josephside,South,Samsung Exynos,4,128,N/A,31,Mid range phone
Mobile Phone,Nokia,CAD443CB,94779,29-08-2024,19-10-2024,1,94779,8800,Jeffery Watson,Lake Alexisfort,East,Apple A-Series,32,128,N/A,51,Gaming phone
Mobile Phone,Samsung,2B0AE409,101167,29-08-2024,21-09-2024,3,303501,6739,Eric Harrington,Lake Kathrynfort,West,MediaTek Helio,12,256,N/A,23,Mid range phone
Mobile Phone,Nokia,E0818059,116883,29-08-2024,16-10-2024,5,584415,11003,Justin Henderson,Lopezview,North,MediaTek Dimensity,4,128,N/A,48,Mid range phone
Mobile Phone,Nokia,F6EAAD60,103606,29-08-2024,22-10-2024,2,207212,12731,Lauren Smith,Martinezfort,West,Apple A-Series,4,1028,N/A,54,High stroage phone
Mobile Phone,Apple,30E1259E,79590,29-08-2024,24-09-2024,2,159180,4790,Dana Griffith,Matthewborough,South,Snapdragon 7s,8,512,N/A,26,Mid range phone
Mobile Phone,Realme,2AB9DC75,30635,29-08-2024,23-09-2024,5,153175,16417,Patricia Roberts,Melindatown,Central,Apple A-Series,12,1028,N/A,25,High stroage phone
Mobile Phone,Vivo,C8157C81,113984,29-08-2024,25-09-2024,3,341952,2314,Bradley Luna,New Brittanyberg,West,Snapdragon 7s,8,128,N/A,27,Mid range phone
Mobile Phone,Sony,776ED26A,40723,29-08-2024,12-09-2024,6,244338,12605,Laura Howard,New Cody,South,Apple A-Series,6,1028,N/A,14,High stroage phone
Mobile Phone,Redmi,CF125ADF,101320,29-08-2024,18-10-2024,1,101320,16887,Rachel Walker,New Jorgeville,East,Snapdragon 7 Gen,4,128,N/A,50,Mid range phone
Mobile Phone,Apple,3677B7BD,5131,29-08-2024,07-10-2024,9,46179,8465,Janet Gonzalez,North Jeremiahborough,West,Snapdragon 7 Gen,16,256,N/A,39,Mid range phone
Mobile Phone,Realme,7548DD84,143678,29-08-2024,14-10-2024,1,143678,7748,Hector Smith,North Rhondaville,South,Snapdragon 7s,4,128,N/A,46,Mid range phone
Mobile Phone,Vivo,BFC669DE,139801,29-08-2024,21-09-2024,3,419403,14482,Melanie Atkinson,North Ricardoland,South,MediaTek Helio,12,256,N/A,23,Mid range phone
Mobile Phone,Samsung,C76DC124,172514,29-08-2024,14-09-2024,3,517542,2144,Beth Francis,Obrienfort,Central,Apple A-Series,8,512,N/A,16,Mid range phone
Mobile Phone,Vivo,A8C57631,115523,29-08-2024,25-09-2024,3,346569,12919,Linda Gutierrez,Port Scott,Central,Snapdragon 7 Gen,6,256,N/A,27,Mid range phone
Mobile Phone,Huawei,6D130C45,73891,29-08-2024,06-09-2024,6,443346,19697,Steven Taylor,Port Tomville,East,Snapdragon 7s,6,1028,N/A,8,High stroage phone
Mobile Phone,Realme,AE886BDE,140805,29-08-2024,10-09-2024,2,281610,11281,Katherine Jimenez,Smithland,North,Snapdragon 7 Gen,6,256,N/A,12,Mid range phone
Mobile Phone,Samsung,4649FD74,151493,29-08-2024,02-09-2024,1,151493,20323,Thomas Diaz,South Brittany,Central,Snapdragon 7 Gen,4,64,N/A,4,Mid range phone
Mobile Phone,Nokia,33F219A2,176284,29-08-2024,24-10-2024,1,176284,12947,Linda Robinson,South Elizabeth,Central,Apple A-Series,12,1028,N/A,56,High stroage phone
Mobile Phone,OnePlus,B9885EA8,56620,29-08-2024,25-09-2024,8,452960,5797,Devin Shaffer,Stonechester,East,MediaTek Dimensity,4,128,N/A,27,Mid range phone
Mobile Phone,Samsung,60285767,60260,29-08-2024,03-10-2024,10,602600,7473,Gregory Carrillo,Tammyhaven,Central,Snapdragon 8 Gen,6,256,N/A,35,Mid range phone
Mobile Phone,Samsung,346D8655,123731,29-08-2024,15-10-2024,8,989848,3035,Bryan Leonard,Terrellport,West,MediaTek Helio,6,256,N/A,47,Preimum phone
Mobile Phone,iQOO,9BCB9945,135500,29-08-2024,04-09-2024,4,542000,11976,Kevin Perry,West Jocelyn,Central,Snapdragon 8 Gen,16,64,N/A,6,Mid range phone
Mobile Phone,Apple,81688C2F,113035,29-08-2024,02-09-2024,9,1017315,9683,Jimmy Moore,West Stephanie,North,MediaTek Helio,32,512,N/A,4,Gaming phone
Mobile Phone,Redmi,A5E98EE3,83012,30-08-2024,03-10-2024,3,249036,11076,Kaitlin Edwards,Adamfort,West,Snapdragon 8 Gen,4,512,N/A,34,Mid range phone
Mobile Phone,Google,19C7C563,195516,30-08-2024,04-10-2024,2,391032,17932,Roy Young,Adrianborough,East,Snapdragon 7s,6,64,N/A,35,Mid range phone
Mobile Phone,Apple,2A1AFEC8,41417,30-08-2024,18-10-2024,5,207085,8983,Jennifer Campbell,Alexastad,North,MediaTek Helio,32,512,N/A,49,Gaming phone
Mobile Phone,Samsung,EAFA803D,195391,30-08-2024,25-10-2024,3,586173,9362,Jesse Hernandez,Anthonyhaven,South,Snapdragon 8 Gen,12,64,N/A,56,Mid range phone
Mobile Phone,Google,D277274E,79563,30-08-2024,07-09-2024,6,477378,6887,Erik Hill,Bennettburgh,East,MediaTek Dimensity,6,512,N/A,8,Mid range phone
Mobile Phone,Samsung,7CFF61DC,121960,30-08-2024,07-10-2024,3,365880,16502,Patrick Vasquez,Brucefurt,South,Apple A-Series,8,64,N/A,38,Mid range phone
Mobile Phone,Sony,DD4CBB9D,31193,30-08-2024,30-09-2024,7,218351,16768,Phillip Smith,Caitlinfort,North,Snapdragon 8 Gen,6,256,N/A,31,Mid range phone
Mobile Phone,Nokia,F9F59F0F,67233,30-08-2024,04-09-2024,5,336165,20835,Tonya Smith,Cannonhaven,East,Apple A-Series,8,128,N/A,5,Mid range phone
Mobile Phone,Vivo,65605C40,116785,30-08-2024,07-09-2024,1,116785,15251,Michelle Stanley,Caseside,East,MediaTek Helio,32,256,N/A,8,Gaming phone
Mobile Phone,Realme,1D3E986E,150909,30-08-2024,04-09-2024,4,603636,1718,Ariana Bennett,Charlesville,North,MediaTek Dimensity,4,64,N/A,5,Mid range phone
Mobile Phone,Apple,276815DE,147894,30-08-2024,18-09-2024,8,1183152,7522,Gregory Smith,Contrerasshire,North,Snapdragon 7 Gen,8,512,N/A,19,Preimum phone
Mobile Phone,Apple,CB598E7B,13076,30-08-2024,19-09-2024,4,52304,7342,George Taylor,Davidsonland,North,MediaTek Dimensity,4,1028,N/A,20,High stroage phone
Mobile Phone,Motorola,B30413D6,5624,30-08-2024,22-09-2024,3,16872,21579,William Henry,Donaldfurt,West,Apple A-Series,32,1028,N/A,23,Gaming phone
Mobile Phone,Nokia,10466937,181553,30-08-2024,12-09-2024,5,907765,3996,Christopher Brown,Dwaynemouth,East,Snapdragon 7s,16,64,N/A,13,Preimum phone
Mobile Phone,Redmi,B432163D,121061,30-08-2024,11-10-2024,3,363183,4663,Cynthia Carter,Gardnermouth,North,Snapdragon 7s,6,256,N/A,42,Mid range phone
Mobile Phone,Sony,C62C6DE3,114615,30-08-2024,14-09-2024,6,687690,11030,Justin Olson,Hayesmouth,South,Apple A-Series,12,64,N/A,15,Mid range phone
Mobile Phone,Nokia,F51717AA,127225,30-08-2024,09-09-2024,1,127225,13465,Mandy Johnston,Hendersontown,North,Apple A-Series,12,256,N/A,10,Mid range phone
Mobile Phone,Huawei,B65C1E7E,125072,30-08-2024,30-09-2024,2,250144,19919,Tammy Anderson,Kevinborough,North,MediaTek Helio,16,512,N/A,31,Mid range phone
Mobile Phone,Oppo,3EA3C28C,156432,30-08-2024,03-10-2024,3,469296,4737,Daisy Zimmerman,Kingbury,North,MediaTek Helio,6,512,N/A,34,Mid range phone
Mobile Phone,Lenovo,916DF964,25370,30-08-2024,21-10-2024,8,202960,4263,Cindy Silva,Lake Shane,South,Samsung Exynos,8,256,N/A,52,Mid range phone
Mobile Phone,Huawei,B6E03ED9,24379,30-08-2024,13-09-2024,3,73137,8675,Jason Robertson,Lake Stephaniestad,East,MediaTek Dimensity,16,128,N/A,14,Mid range phone
Mobile Phone,Samsung,51DC858C,192444,30-08-2024,04-10-2024,8,1539552,8905,Jeffrey Scott,Margaretfurt,West,MediaTek Dimensity,8,64,N/A,35,Preimum phone
Mobile Phone,Oppo,4F3F28C5,66369,30-08-2024,08-09-2024,2,132738,14883,Michael Jensen,Maryland,West,MediaTek Dimensity,12,1028,N/A,9,High stroage phone
Mobile Phone,Vivo,D736929F,107468,30-08-2024,27-09-2024,8,859744,17406,Richard Walker,Millerport,East,Snapdragon 8 Gen,16,64,N/A,28,Preimum phone
Mobile Phone,Vivo,BD832264,60517,30-08-2024,24-10-2024,8,484136,16465,Patrick Jones,Myersport,South,MediaTek Helio,4,128,N/A,55,Mid range phone
Mobile Phone,Vivo,1E03ED98,104532,30-08-2024,04-10-2024,8,836256,14722,Michael Anderson,North Charlesstad,North,MediaTek Helio,16,64,N/A,35,Preimum phone
Mobile Phone,Sony,7E3B31BF,73701,30-08-2024,09-10-2024,3,221103,4723,Cynthia Smith,North Peterchester,East,MediaTek Helio,6,256,N/A,40,Mid range phone
Mobile Phone,Redmi,4D4C95AF,75618,30-08-2024,13-09-2024,3,226854,15638,Mr. Stephen Butler Jr.,North Teresaville,West,Snapdragon 8 Gen,12,1028,N/A,14,High stroage phone
Mobile Phone,OnePlus,EE7B3EE3,87467,30-08-2024,12-10-2024,6,524802,7310,George Foster,Perezfort,West,Snapdragon 7s,16,64,N/A,43,Mid range phone
Mobile Phone,Redmi,3AABCFB3,73413,30-08-2024,03-09-2024,6,440478,6435,Edwin Holmes,Port Anthony,North,Snapdragon 8 Gen,32,1028,N/A,4,Gaming phone
Mobile Phone,Google,440FF59C,55170,30-08-2024,08-10-2024,8,441360,7925,Jackie Ward,Port Drewside,East,Apple A-Series,16,512,N/A,39,Mid range phone
Mobile Phone,Vivo,C0C1DE25,80470,30-08-2024,10-09-2024,6,482820,576,Allison Mcgee,Robertsontown,East,MediaTek Dimensity,32,64,N/A,11,Gaming phone
Mobile Phone,Oppo,7DED4371,144227,30-08-2024,26-09-2024,9,1298043,11682,Kelly Jackson,Rojaston,North,Samsung Exynos,12,64,N/A,27,Preimum phone
Mobile Phone,Realme,43A3C336,180815,30-08-2024,21-09-2024,6,1084890,12629,Laura Palmer,Russellside,Central,Apple A-Series,12,128,N/A,22,Preimum phone
Mobile Phone,Nokia,F96E6BB8,110504,30-08-2024,20-09-2024,2,221008,13537,Marcus Lewis MD,Sandraview,East,Apple A-Series,8,128,N/A,21,Mid range phone
Mobile Phone,Motorola,426BA3B9,30690,30-08-2024,30-09-2024,10,306900,8978,Jennifer Burgess,South Carla,South,Snapdragon 7s,6,128,N/A,31,Mid range phone
Mobile Phone,Vivo,0BECA87A,29092,30-08-2024,18-09-2024,7,203644,6954,Erin Miller,South Danielfurt,South,Snapdragon 7 Gen,8,64,N/A,19,Mid range phone
Mobile Phone,Realme,F702CEF3,131413,30-08-2024,22-10-2024,8,1051304,12213,Kristen Avila,South Donaldhaven,Central,Snapdragon 7s,12,64,N/A,53,Preimum phone
Mobile Phone,Sony,1698B85A,106123,30-08-2024,05-10-2024,3,318369,18134,Sally Brown,South Ryan,North,MediaTek Helio,8,128,N/A,36,Mid range phone
Mobile Phone,Vivo,1EF87E96,63545,30-08-2024,01-09-2024,6,381270,13424,Madison Lee,Sparksfort,West,MediaTek Dimensity,12,512,N/A,2,Mid range phone
Mobile Phone,Nokia,C596A360,98763,30-08-2024,05-10-2024,3,296289,12920,Linda Harrison,Stevensberg,South,Apple A-Series,4,1028,N/A,36,High stroage phone
Mobile Phone,Samsung,B48EBD3B,109706,30-08-2024,21-10-2024,4,438824,8619,Jason Hawkins,West Chelseaville,East,Snapdragon 7 Gen,16,128,N/A,52,Mid range phone
Mobile Phone,Samsung,FABAF4D7,177591,30-08-2024,28-10-2024,1,177591,16941,Randy Kim,West Desireechester,South,Samsung Exynos,12,64,N/A,59,Mid range phone
